date,use,demand (TWh)
2024-10-03,"NTS Energy Offtaken, Industrial Offtake Total",0.034111138
2024-10-03,"NTS Energy Offtaken, LDZ Offtake Total",1.0854791
2024-10-03,"NTS Energy Offtaken, Powerstations Total",0.472710059
2024-10-02,"NTS Energy Offtaken, Industrial Offtake Total",0.02991989
2024-10-02,"NTS Energy Offtaken, LDZ Offtake Total",1.05176209
2024-10-02,"NTS Energy Offtaken, Powerstations Total",0.407377738
2024-10-01,"NTS Energy Offtaken, Industrial Offtake Total",0.029299815
2024-10-01,"NTS Energy Offtaken, LDZ Offtake Total",1.126768152
2024-10-01,"NTS Energy Offtaken, Powerstations Total",0.283348764
2024-09-30,"NTS Energy Offtaken, Industrial Offtake Total",0.026867133
2024-09-30,"NTS Energy Offtaken, LDZ Offtake Total",1.106955445
2024-09-30,"NTS Energy Offtaken, Powerstations Total",0.297840893
2024-09-29,"NTS Energy Offtaken, Industrial Offtake Total",0.030963645
2024-09-29,"NTS Energy Offtaken, LDZ Offtake Total",1.127526173
2024-09-29,"NTS Energy Offtaken, Powerstations Total",0.183164296
2024-09-28,"NTS Energy Offtaken, Industrial Offtake Total",0.037073855
2024-09-28,"NTS Energy Offtaken, LDZ Offtake Total",1.063779558
2024-09-28,"NTS Energy Offtaken, Powerstations Total",0.377062131
2024-09-27,"NTS Energy Offtaken, Industrial Offtake Total",0.032738216
2024-09-27,"NTS Energy Offtaken, LDZ Offtake Total",1.049661731
2024-09-27,"NTS Energy Offtaken, Powerstations Total",0.199910846
2024-09-26,"NTS Energy Offtaken, Industrial Offtake Total",0.03182048
2024-09-26,"NTS Energy Offtaken, LDZ Offtake Total",0.904229894
2024-09-26,"NTS Energy Offtaken, Powerstations Total",0.276770971
2024-09-25,"NTS Energy Offtaken, Industrial Offtake Total",0.041583168
2024-09-25,"NTS Energy Offtaken, LDZ Offtake Total",0.891464608
2024-09-25,"NTS Energy Offtaken, Powerstations Total",0.557107777
2024-09-24,"NTS Energy Offtaken, Industrial Offtake Total",0.032427655
2024-09-24,"NTS Energy Offtaken, LDZ Offtake Total",0.791895852
2024-09-24,"NTS Energy Offtaken, Powerstations Total",0.420806911
2024-09-23,"NTS Energy Offtaken, Industrial Offtake Total",0.046791412
2024-09-23,"NTS Energy Offtaken, LDZ Offtake Total",0.754442363
2024-09-23,"NTS Energy Offtaken, Powerstations Total",0.568462878
2024-09-22,"NTS Energy Offtaken, Industrial Offtake Total",0.040941701
2024-09-22,"NTS Energy Offtaken, LDZ Offtake Total",0.666279282
2024-09-22,"NTS Energy Offtaken, Powerstations Total",0.44736808
2024-09-21,"NTS Energy Offtaken, Industrial Offtake Total",0.033191487
2024-09-21,"NTS Energy Offtaken, LDZ Offtake Total",0.607801483
2024-09-21,"NTS Energy Offtaken, Powerstations Total",0.308356349
2024-09-20,"NTS Energy Offtaken, Industrial Offtake Total",0.031809744
2024-09-20,"NTS Energy Offtaken, LDZ Offtake Total",0.635777494
2024-09-20,"NTS Energy Offtaken, Powerstations Total",0.326419236
2024-09-19,"NTS Energy Offtaken, Industrial Offtake Total",0.034718525
2024-09-19,"NTS Energy Offtaken, LDZ Offtake Total",0.6560681
2024-09-19,"NTS Energy Offtaken, Powerstations Total",0.409785033
2024-09-18,"NTS Energy Offtaken, Industrial Offtake Total",0.031408665
2024-09-18,"NTS Energy Offtaken, LDZ Offtake Total",0.648934787
2024-09-18,"NTS Energy Offtaken, Powerstations Total",0.355451942
2024-09-17,"NTS Energy Offtaken, Industrial Offtake Total",0.03151929
2024-09-17,"NTS Energy Offtaken, LDZ Offtake Total",0.687477881
2024-09-17,"NTS Energy Offtaken, Powerstations Total",0.363237587
2024-09-16,"NTS Energy Offtaken, Industrial Offtake Total",0.044779133
2024-09-16,"NTS Energy Offtaken, LDZ Offtake Total",0.714420401
2024-09-16,"NTS Energy Offtaken, Powerstations Total",0.407372591
2024-09-15,"NTS Energy Offtaken, Industrial Offtake Total",0.032367664
2024-09-15,"NTS Energy Offtaken, LDZ Offtake Total",0.699612937
2024-09-15,"NTS Energy Offtaken, Powerstations Total",0.275462669
2024-09-14,"NTS Energy Offtaken, Industrial Offtake Total",0.030854431
2024-09-14,"NTS Energy Offtaken, LDZ Offtake Total",0.694496772
2024-09-14,"NTS Energy Offtaken, Powerstations Total",0.212891169
2024-09-13,"NTS Energy Offtaken, Industrial Offtake Total",0.042802331
2024-09-13,"NTS Energy Offtaken, LDZ Offtake Total",0.898633012
2024-09-13,"NTS Energy Offtaken, Powerstations Total",0.339477572
2024-09-12,"NTS Energy Offtaken, Industrial Offtake Total",0.043608368
2024-09-12,"NTS Energy Offtaken, LDZ Offtake Total",0.917746954
2024-09-12,"NTS Energy Offtaken, Powerstations Total",0.36381652
2024-09-11,"NTS Energy Offtaken, Industrial Offtake Total",0.028916698
2024-09-11,"NTS Energy Offtaken, LDZ Offtake Total",0.841238395
2024-09-11,"NTS Energy Offtaken, Powerstations Total",0.237643181
2024-09-10,"NTS Energy Offtaken, Industrial Offtake Total",0.024120592
2024-09-10,"NTS Energy Offtaken, LDZ Offtake Total",0.716594922
2024-09-10,"NTS Energy Offtaken, Powerstations Total",0.226251697
2024-09-09,"NTS Energy Offtaken, Industrial Offtake Total",0.029422539
2024-09-09,"NTS Energy Offtaken, LDZ Offtake Total",0.619029324
2024-09-09,"NTS Energy Offtaken, Powerstations Total",0.263683117
2024-09-08,"NTS Energy Offtaken, Industrial Offtake Total",0.02980085
2024-09-08,"NTS Energy Offtaken, LDZ Offtake Total",0.516940901
2024-09-08,"NTS Energy Offtaken, Powerstations Total",0.241215514
2024-09-07,"NTS Energy Offtaken, Industrial Offtake Total",0.031873204
2024-09-07,"NTS Energy Offtaken, LDZ Offtake Total",0.515468403
2024-09-07,"NTS Energy Offtaken, Powerstations Total",0.40450687
2024-09-06,"NTS Energy Offtaken, Industrial Offtake Total",0.032867441
2024-09-06,"NTS Energy Offtaken, LDZ Offtake Total",0.542046439
2024-09-06,"NTS Energy Offtaken, Powerstations Total",0.349200938
2024-09-05,"NTS Energy Offtaken, Industrial Offtake Total",0.036342489
2024-09-05,"NTS Energy Offtaken, LDZ Offtake Total",0.643972498
2024-09-05,"NTS Energy Offtaken, Powerstations Total",0.185110029
2024-09-04,"NTS Energy Offtaken, Industrial Offtake Total",0.048145078
2024-09-04,"NTS Energy Offtaken, LDZ Offtake Total",0.591434137
2024-09-04,"NTS Energy Offtaken, Powerstations Total",0.525119183
2024-09-03,"NTS Energy Offtaken, Industrial Offtake Total",0.047200221
2024-09-03,"NTS Energy Offtaken, LDZ Offtake Total",0.555919732
2024-09-03,"NTS Energy Offtaken, Powerstations Total",0.559749203
2024-09-02,"NTS Energy Offtaken, Industrial Offtake Total",0.040847599
2024-09-02,"NTS Energy Offtaken, LDZ Offtake Total",0.53741402
2024-09-02,"NTS Energy Offtaken, Powerstations Total",0.525467224
2024-09-01,"NTS Energy Offtaken, Industrial Offtake Total",0.027759861
2024-09-01,"NTS Energy Offtaken, LDZ Offtake Total",0.498575327
2024-09-01,"NTS Energy Offtaken, Powerstations Total",0.242148345
2024-08-31,"NTS Energy Offtaken, Industrial Offtake Total",0.026853592
2024-08-31,"NTS Energy Offtaken, LDZ Offtake Total",0.491010495
2024-08-31,"NTS Energy Offtaken, Powerstations Total",0.184841185
2024-08-30,"NTS Energy Offtaken, Industrial Offtake Total",0.043938956
2024-08-30,"NTS Energy Offtaken, LDZ Offtake Total",0.553758462
2024-08-30,"NTS Energy Offtaken, Powerstations Total",0.385095445
2024-08-29,"NTS Energy Offtaken, Industrial Offtake Total",0.035267252
2024-08-29,"NTS Energy Offtaken, LDZ Offtake Total",0.573191458
2024-08-29,"NTS Energy Offtaken, Powerstations Total",0.4261604
2024-08-28,"NTS Energy Offtaken, Industrial Offtake Total",0.033877593
2024-08-28,"NTS Energy Offtaken, LDZ Offtake Total",0.588738564
2024-08-28,"NTS Energy Offtaken, Powerstations Total",0.348581363
2024-08-27,"NTS Energy Offtaken, Industrial Offtake Total",0.027925241
2024-08-27,"NTS Energy Offtaken, LDZ Offtake Total",0.5676504
2024-08-27,"NTS Energy Offtaken, Powerstations Total",0.284209548
2024-08-26,"NTS Energy Offtaken, Industrial Offtake Total",0.026553499
2024-08-26,"NTS Energy Offtaken, LDZ Offtake Total",0.537387279
2024-08-26,"NTS Energy Offtaken, Powerstations Total",0.237432549
2024-08-25,"NTS Energy Offtaken, Industrial Offtake Total",0.022603756
2024-08-25,"NTS Energy Offtaken, LDZ Offtake Total",0.558689435
2024-08-25,"NTS Energy Offtaken, Powerstations Total",0.148374971
2024-08-24,"NTS Energy Offtaken, Industrial Offtake Total",0.022023142
2024-08-24,"NTS Energy Offtaken, LDZ Offtake Total",0.529625619
2024-08-24,"NTS Energy Offtaken, Powerstations Total",0.133530131
2024-08-23,"NTS Energy Offtaken, Industrial Offtake Total",0.020693063
2024-08-23,"NTS Energy Offtaken, LDZ Offtake Total",0.548506139
2024-08-23,"NTS Energy Offtaken, Powerstations Total",0.16096922
2024-08-22,"NTS Energy Offtaken, Industrial Offtake Total",0.02153879
2024-08-22,"NTS Energy Offtaken, LDZ Offtake Total",0.582046015
2024-08-22,"NTS Energy Offtaken, Powerstations Total",0.185896756
2024-08-21,"NTS Energy Offtaken, Industrial Offtake Total",0.022178422
2024-08-21,"NTS Energy Offtaken, LDZ Offtake Total",0.59427849
2024-08-21,"NTS Energy Offtaken, Powerstations Total",0.187343859
2024-08-20,"NTS Energy Offtaken, Industrial Offtake Total",0.02695621
2024-08-20,"NTS Energy Offtaken, LDZ Offtake Total",0.562332235
2024-08-20,"NTS Energy Offtaken, Powerstations Total",0.153026734
2024-08-19,"NTS Energy Offtaken, Industrial Offtake Total",0.030908963
2024-08-19,"NTS Energy Offtaken, LDZ Offtake Total",0.560024694
2024-08-19,"NTS Energy Offtaken, Powerstations Total",0.217925185
2024-08-18,"NTS Energy Offtaken, Industrial Offtake Total",0.031363467
2024-08-18,"NTS Energy Offtaken, LDZ Offtake Total",0.484465271
2024-08-18,"NTS Energy Offtaken, Powerstations Total",0.186858374
2024-08-17,"NTS Energy Offtaken, Industrial Offtake Total",0.031480596
2024-08-17,"NTS Energy Offtaken, LDZ Offtake Total",0.501503943
2024-08-17,"NTS Energy Offtaken, Powerstations Total",0.19848115
2024-08-16,"NTS Energy Offtaken, Industrial Offtake Total",0.030379676
2024-08-16,"NTS Energy Offtaken, LDZ Offtake Total",0.546356909
2024-08-16,"NTS Energy Offtaken, Powerstations Total",0.269588041
2024-08-15,"NTS Energy Offtaken, Industrial Offtake Total",0.03409996
2024-08-15,"NTS Energy Offtaken, LDZ Offtake Total",0.530147263
2024-08-15,"NTS Energy Offtaken, Powerstations Total",0.146649898
2024-08-14,"NTS Energy Offtaken, Industrial Offtake Total",0.039825848
2024-08-14,"NTS Energy Offtaken, LDZ Offtake Total",0.538587385
2024-08-14,"NTS Energy Offtaken, Powerstations Total",0.372699936
2024-08-13,"NTS Energy Offtaken, Industrial Offtake Total",0.040577388
2024-08-13,"NTS Energy Offtaken, LDZ Offtake Total",0.522435301
2024-08-13,"NTS Energy Offtaken, Powerstations Total",0.262720633
2024-08-12,"NTS Energy Offtaken, Industrial Offtake Total",0.03694648
2024-08-12,"NTS Energy Offtaken, LDZ Offtake Total",0.48901671
2024-08-12,"NTS Energy Offtaken, Powerstations Total",0.188847917
2024-08-11,"NTS Energy Offtaken, Industrial Offtake Total",0.038674847
2024-08-11,"NTS Energy Offtaken, LDZ Offtake Total",0.453542801
2024-08-11,"NTS Energy Offtaken, Powerstations Total",0.11137234
2024-08-10,"NTS Energy Offtaken, Industrial Offtake Total",0.036978623
2024-08-10,"NTS Energy Offtaken, LDZ Offtake Total",0.482513898
2024-08-10,"NTS Energy Offtaken, Powerstations Total",0.149032087
2024-08-09,"NTS Energy Offtaken, Industrial Offtake Total",0.032758942
2024-08-09,"NTS Energy Offtaken, LDZ Offtake Total",0.513954615
2024-08-09,"NTS Energy Offtaken, Powerstations Total",0.147985193
2024-08-08,"NTS Energy Offtaken, Industrial Offtake Total",0.039133878
2024-08-08,"NTS Energy Offtaken, LDZ Offtake Total",0.525545037
2024-08-08,"NTS Energy Offtaken, Powerstations Total",0.19842769
2024-08-07,"NTS Energy Offtaken, Industrial Offtake Total",0.036052543
2024-08-07,"NTS Energy Offtaken, LDZ Offtake Total",0.520298004
2024-08-07,"NTS Energy Offtaken, Powerstations Total",0.161092764
2024-08-06,"NTS Energy Offtaken, Industrial Offtake Total",0.039411251
2024-08-06,"NTS Energy Offtaken, LDZ Offtake Total",0.513946254
2024-08-06,"NTS Energy Offtaken, Powerstations Total",0.217066509
2024-08-05,"NTS Energy Offtaken, Industrial Offtake Total",0.040548589
2024-08-05,"NTS Energy Offtaken, LDZ Offtake Total",0.479196575
2024-08-05,"NTS Energy Offtaken, Powerstations Total",0.193998839
2024-08-04,"NTS Energy Offtaken, Industrial Offtake Total",0.040060779
2024-08-04,"NTS Energy Offtaken, LDZ Offtake Total",0.463583714
2024-08-04,"NTS Energy Offtaken, Powerstations Total",0.118709145
2024-08-03,"NTS Energy Offtaken, Industrial Offtake Total",0.042782334
2024-08-03,"NTS Energy Offtaken, LDZ Offtake Total",0.447899718
2024-08-03,"NTS Energy Offtaken, Powerstations Total",0.206512895
2024-08-02,"NTS Energy Offtaken, Industrial Offtake Total",0.042330385
2024-08-02,"NTS Energy Offtaken, LDZ Offtake Total",0.473772465
2024-08-02,"NTS Energy Offtaken, Powerstations Total",0.227008455
2024-08-01,"NTS Energy Offtaken, Industrial Offtake Total",0.055587406
2024-08-01,"NTS Energy Offtaken, LDZ Offtake Total",0.504191749
2024-08-01,"NTS Energy Offtaken, Powerstations Total",0.417213288
2024-07-31,"NTS Energy Offtaken, Industrial Offtake Total",0.054498832
2024-07-31,"NTS Energy Offtaken, LDZ Offtake Total",0.490372291
2024-07-31,"NTS Energy Offtaken, Powerstations Total",0.400429461
2024-07-30,"NTS Energy Offtaken, Industrial Offtake Total",0.048274648
2024-07-30,"NTS Energy Offtaken, LDZ Offtake Total",0.510135905
2024-07-30,"NTS Energy Offtaken, Powerstations Total",0.371052596
2024-07-29,"NTS Energy Offtaken, Industrial Offtake Total",0.039662057
2024-07-29,"NTS Energy Offtaken, LDZ Offtake Total",0.47369541
2024-07-29,"NTS Energy Offtaken, Powerstations Total",0.296034855
2024-07-28,"NTS Energy Offtaken, Industrial Offtake Total",0.039853982
2024-07-28,"NTS Energy Offtaken, LDZ Offtake Total",0.44415125
2024-07-28,"NTS Energy Offtaken, Powerstations Total",0.225460246
2024-07-27,"NTS Energy Offtaken, Industrial Offtake Total",0.038930176
2024-07-27,"NTS Energy Offtaken, LDZ Offtake Total",0.481373824
2024-07-27,"NTS Energy Offtaken, Powerstations Total",0.355469259
2024-07-26,"NTS Energy Offtaken, Industrial Offtake Total",0.039195534
2024-07-26,"NTS Energy Offtaken, LDZ Offtake Total",0.535921819
2024-07-26,"NTS Energy Offtaken, Powerstations Total",0.334441725
2024-07-25,"NTS Energy Offtaken, Industrial Offtake Total",0.039599242
2024-07-25,"NTS Energy Offtaken, LDZ Offtake Total",0.541690734
2024-07-25,"NTS Energy Offtaken, Powerstations Total",0.29835544
2024-07-24,"NTS Energy Offtaken, Industrial Offtake Total",0.034946098
2024-07-24,"NTS Energy Offtaken, LDZ Offtake Total",0.531640764
2024-07-24,"NTS Energy Offtaken, Powerstations Total",0.373842083
2024-07-23,"NTS Energy Offtaken, Industrial Offtake Total",0.027349304
2024-07-23,"NTS Energy Offtaken, LDZ Offtake Total",0.560108423
2024-07-23,"NTS Energy Offtaken, Powerstations Total",0.452990049
2024-07-22,"NTS Energy Offtaken, Industrial Offtake Total",0.02972047
2024-07-22,"NTS Energy Offtaken, LDZ Offtake Total",0.537428087
2024-07-22,"NTS Energy Offtaken, Powerstations Total",0.350540444
2024-07-21,"NTS Energy Offtaken, Industrial Offtake Total",0.036377282
2024-07-21,"NTS Energy Offtaken, LDZ Offtake Total",0.488327265
2024-07-21,"NTS Energy Offtaken, Powerstations Total",0.238825909
2024-07-20,"NTS Energy Offtaken, Industrial Offtake Total",0.037804669
2024-07-20,"NTS Energy Offtaken, LDZ Offtake Total",0.448944052
2024-07-20,"NTS Energy Offtaken, Powerstations Total",0.292783376
2024-07-19,"NTS Energy Offtaken, Industrial Offtake Total",0.039582723
2024-07-19,"NTS Energy Offtaken, LDZ Offtake Total",0.493701947
2024-07-19,"NTS Energy Offtaken, Powerstations Total",0.24336589
2024-07-18,"NTS Energy Offtaken, Industrial Offtake Total",0.044167236
2024-07-18,"NTS Energy Offtaken, LDZ Offtake Total",0.562574526
2024-07-18,"NTS Energy Offtaken, Powerstations Total",0.323910478
2024-07-17,"NTS Energy Offtaken, Industrial Offtake Total",0.042985293
2024-07-17,"NTS Energy Offtaken, LDZ Offtake Total",0.593389599
2024-07-17,"NTS Energy Offtaken, Powerstations Total",0.390834908
2024-07-16,"NTS Energy Offtaken, Industrial Offtake Total",0.042194181
2024-07-16,"NTS Energy Offtaken, LDZ Offtake Total",0.653582812
2024-07-16,"NTS Energy Offtaken, Powerstations Total",0.353905447
2024-07-15,"NTS Energy Offtaken, Industrial Offtake Total",0.041927777
2024-07-15,"NTS Energy Offtaken, LDZ Offtake Total",0.617853694
2024-07-15,"NTS Energy Offtaken, Powerstations Total",0.447582151
2024-07-14,"NTS Energy Offtaken, Industrial Offtake Total",0.041056016
2024-07-14,"NTS Energy Offtaken, LDZ Offtake Total",0.571297466
2024-07-14,"NTS Energy Offtaken, Powerstations Total",0.216053191
2024-07-13,"NTS Energy Offtaken, Industrial Offtake Total",0.041323606
2024-07-13,"NTS Energy Offtaken, LDZ Offtake Total",0.598500545
2024-07-13,"NTS Energy Offtaken, Powerstations Total",0.195900465
2024-07-12,"NTS Energy Offtaken, Industrial Offtake Total",0.04174873
2024-07-12,"NTS Energy Offtaken, LDZ Offtake Total",0.623386283
2024-07-12,"NTS Energy Offtaken, Powerstations Total",0.315502313
2024-07-11,"NTS Energy Offtaken, Industrial Offtake Total",0.043237529
2024-07-11,"NTS Energy Offtaken, LDZ Offtake Total",0.660673146
2024-07-11,"NTS Energy Offtaken, Powerstations Total",0.456698268
2024-07-10,"NTS Energy Offtaken, Industrial Offtake Total",0.041252455
2024-07-10,"NTS Energy Offtaken, LDZ Offtake Total",0.61373671
2024-07-10,"NTS Energy Offtaken, Powerstations Total",0.271429735
2024-07-09,"NTS Energy Offtaken, Industrial Offtake Total",0.04110316
2024-07-09,"NTS Energy Offtaken, LDZ Offtake Total",0.618257076
2024-07-09,"NTS Energy Offtaken, Powerstations Total",0.248614191
2024-07-08,"NTS Energy Offtaken, Industrial Offtake Total",0.054034938
2024-07-08,"NTS Energy Offtaken, LDZ Offtake Total",0.601323684
2024-07-08,"NTS Energy Offtaken, Powerstations Total",0.470007067
2024-07-07,"NTS Energy Offtaken, Industrial Offtake Total",0.041337656
2024-07-07,"NTS Energy Offtaken, LDZ Offtake Total",0.596854718
2024-07-07,"NTS Energy Offtaken, Powerstations Total",0.235229643
2024-07-06,"NTS Energy Offtaken, Industrial Offtake Total",0.037891184
2024-07-06,"NTS Energy Offtaken, LDZ Offtake Total",0.582614904
2024-07-06,"NTS Energy Offtaken, Powerstations Total",0.132772198
2024-07-05,"NTS Energy Offtaken, Industrial Offtake Total",0.041546647
2024-07-05,"NTS Energy Offtaken, LDZ Offtake Total",0.605241077
2024-07-05,"NTS Energy Offtaken, Powerstations Total",0.228618263
2024-07-04,"NTS Energy Offtaken, Industrial Offtake Total",0.033707463
2024-07-04,"NTS Energy Offtaken, LDZ Offtake Total",0.641574025
2024-07-04,"NTS Energy Offtaken, Powerstations Total",0.142587425
2024-07-03,"NTS Energy Offtaken, Industrial Offtake Total",0.038324746
2024-07-03,"NTS Energy Offtaken, LDZ Offtake Total",0.665764933
2024-07-03,"NTS Energy Offtaken, Powerstations Total",0.223066541
2024-07-02,"NTS Energy Offtaken, Industrial Offtake Total",0.048933895
2024-07-02,"NTS Energy Offtaken, LDZ Offtake Total",0.63490759
2024-07-02,"NTS Energy Offtaken, Powerstations Total",0.272660964
2024-07-01,"NTS Energy Offtaken, Industrial Offtake Total",0.042898646
2024-07-01,"NTS Energy Offtaken, LDZ Offtake Total",0.632042449
2024-07-01,"NTS Energy Offtaken, Powerstations Total",0.209539345
